case_id,citation,citation_style,year,court_or_series,number,volume,first_page,corpus_citation_count,parties,jade_href,parallel_citation,parallel_case_id,chunk_ref,page_ref,part_id,part_title,page_title,heading_path,chunk_ordinal,char_offset,occurrences_in_chunk,url,context
CASE/2006/FCAFC/132,[2006] FCAFC 132,neutral,2006,FCAFC,132,,,1,,,,,TMM/Part19A/2#1~2,TMM/Part19A/2,Part19A,Part 19A Use of a Trade Mark,19A.2. Use 'as a trade mark',Part 19A Use of a Trade Mark > 19A.2. Use 'as a trade mark',2,1516,1,https://manuals.ipaustralia.gov.au/trademark/19a2-use-as-a-trade-mark,"and words that are descriptive: see Johnson & Johnson at 347 per Gummow J and at 339 per Lockhart J. In Woolworths Limited v BP Plc (No. 2) [2006] FCAFC 132 at [77] ('BP'), the Full Court commented: How the mark has been used may not involve a single or clear idea or message. The mark may be use"
CASE/2007/IPR/74/246,(2007) 74 IPR 246,reported,2007,IPR,,74,246,1,,,[2007] FCAFC 184,CASE/2007/FCAFC/184,TMM/Part19A/8#1~1,TMM/Part19A/8,Part19A,Part 19A Use of a Trade Mark,19A.8. Use of multiple trade marks,Part 19A Use of a Trade Mark > 19A.8. Use of multiple trade marks,1,1469,1,https://manuals.ipaustralia.gov.au/trademark/8.-use-of-multiple-trade-marks, Australia Pty Ltd [2008] FCA 934; (2008) 77 IPR 69 at 108 [186] (Flick J). Colorado Group Ltd v Strandbags Group Pty Ltd [2007] FCAFC 184; (2007) 74 IPR 246 (‘Colorado’) is not authority for the contrary proposition. Each case turns on its own facts and the trade mark in question viewed in the c
CASE/2007/ATMO/23,[2007] ATMO 23,neutral,2007,ATMO,23,,,1,Shirley Joan Smith v Lavender Lady (Australia) Pty Ltd,https://jade.io/article/590195,,,TMM/Part26/4/4/3/1~4,TMM/Part26/4,Part26,Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs,26.4. Similarity of goods and services,"Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs > 26.4. Similarity of goods and services > 4.3 Closely related goods and services > 4.3.1 Retail, wholesale, and distribution services v goods",10,3568,1,https://manuals.ipaustralia.gov.au/trademark/4.-similarity-of-goods-and-services,"ailing and wholesaling of mobile phones, accessories Yes BILLABONG BILLABONG MOBILES Shirley Joan Smith v Lavender Lady (Australia) Pty Ltd [2007] ATMO 23 Soaps, perfumery, essential oils, cosmetics, hair lotions v Retail store services for the sale of fragrances, toiletries and related access"
CASE/2007/ATMO/4,[2007] ATMO 4,neutral,2007,ATMO,4,,,1,,,,,TMM/Part32A/2/3/2-3-1-a-variety-names,TMM/Part32A/2/3,Part32A,Part 32A Examination of Trade Marks for Plants (in Class 31),32A.2.3 Section 41: Capacity to Distinguish,Part 32A Examination of Trade Marks for Plants (in Class 31) > 32A.2.3 Section 41: Capacity to Distinguish > 2.3.1 The Name of a Plant > 2.3.1(a) Variety names,3,1507,1,https://manuals.ipaustralia.gov.au/trademark/2.3-section-41--capacity-to-distinguish,"atter can be distinctive depending on the additional material in the mark.** *(see case law referred to below) **(re Heritage Seeds Pty Ltd [2007] ATMO 4) The inability of a plant name to function as a trade mark was also considered in: Wheatcroft Bros Ltd’s Trade Marks (1954) 71 RPC 43 ""Ogen"
CASE/2007/ATMO/8,[2007] ATMO 8,neutral,2007,ATMO,8,,,1,,,,,TMM/Part29/9/9/3~2,TMM/Part29/9,Part29,Part 29 Section 43 - Trade Marks likely to Deceive or Cause Confusion,29.9. Geographical references,Part 29 Section 43 - Trade Marks likely to Deceive or Cause Confusion > 29.9. Geographical references > 9.3 Is the Trade Mark Likely to Cause Confusion?,4,867,1,https://manuals.ipaustralia.gov.au/trademark/10.-geographical-references,‘Kiwi Cuvee’); Leroy SA v Regal Grange Pty Limited [2001] ATMO 9 (‘Lefroy Valley’); McWilliams Wines Pty Ltd v Lovedale Chamber of Commerce [2007] ATMO 8 (‘Lovedale - The Heart of the Hunter’).
CASE/2007/FCA/1649,[2007] FCA 1649,neutral,2007,FCA,1649,,,1,,,,,TMM/Part29/4#1,TMM/Part29/4,Part29,Part 29 Section 43 - Trade Marks likely to Deceive or Cause Confusion,29.4. Descriptions of goods/services,Part 29 Section 43 - Trade Marks likely to Deceive or Cause Confusion > 29.4. Descriptions of goods/services,1,1821,1,https://manuals.ipaustralia.gov.au/trademark/9.-descriptions-of-goods-services,"ders the likely expectations and level of awareness of the ordinary consumer of the goods/services. Per Scotch Whisky Association v De Witt [2007] FCA 1649 (at [61]): a label indicating bourbon, bourbon whiskey and/or made in the USA clearly connote an origin of a place other than Scotland. Lab"
CASE/2007/FCAFC/184,[2007] FCAFC 184,neutral,2007,FCAFC,184,,,1,,,(2007) 74 IPR 246,CASE/2007/IPR/74/246,TMM/Part19A/8#1~1,TMM/Part19A/8,Part19A,Part 19A Use of a Trade Mark,19A.8. Use of multiple trade marks,Part 19A Use of a Trade Mark > 19A.8. Use of multiple trade marks,1,733,2,https://manuals.ipaustralia.gov.au/trademark/8.-use-of-multiple-trade-marks,"lar difficulties arise where one or more of the elements present is descriptive in nature. In Colorado Group Ltd v Strandbags Group Pty Ltd [2007] FCAFC 184, it was held that use of the word COLORADO with a device was use as a composite mark, and not use of the word COLORADO solus. However, in S"
CASE/2008/IPR/75/102,(2008) 75 IPR 102,reported,2008,IPR,,75,102,1,,,,,TMM/Part19B/5/5/2,TMM/Part19B/5,Part19B,Part 19B Rights Given by Registration of a Trade Mark,Part 19B.5. Loss of exclusive rights,"Part 19B Rights Given by Registration of a Trade Mark > Part 19B.5. Loss of exclusive rights > 5.2 Trade marks relating to formerly patented article, substances or services",3,691,1,https://manuals.ipaustralia.gov.au/trademark/5.-loss-of-exclusive-rights, of the period of two years after the date the patent expired or ceased. (see Mayne Industries Pty Ltd v Advanced Engineering Group Pty Ltd (2008) 75 IPR 102).
CASE/2008/IPR/77/69,(2008) 77 IPR 69,reported,2008,IPR,,77,69,1,,,[2008] FCA 934,CASE/2008/FCA/934,TMM/Part19A/8#1~1,TMM/Part19A/8,Part19A,Part 19A Use of a Trade Mark,19A.8. Use of multiple trade marks,Part 19A Use of a Trade Mark > 19A.8. Use of multiple trade marks,1,1364,1,https://manuals.ipaustralia.gov.au/trademark/8.-use-of-multiple-trade-marks,terie Guylian at 93 [97]; also E & J Gallo Winery at 662 [68]-[69]; also E & J Gallo Winery v Lion Nathan Australia Pty Ltd [2008] FCA 934; (2008) 77 IPR 69 at 108 [186] (Flick J). Colorado Group Ltd v Strandbags Group Pty Ltd [2007] FCAFC 184; (2007) 74 IPR 246 (‘Colorado’) is not authority for
CASE/2008/ATMO/103,[2008] ATMO 103,neutral,2008,ATMO,103,,,1,,,,,TMM/Part29/6/6/2~3,TMM/Part29/6,Part29,Part 29 Section 43 - Trade Marks likely to Deceive or Cause Confusion,Part 29.6. Names of Persons,Part 29 Section 43 - Trade Marks likely to Deceive or Cause Confusion > Part 29.6. Names of Persons > 6.2 Deceased Persons,6,42,1,https://manuals.ipaustralia.gov.au/trademark/6.-names-of-persons,"In Elvis Presley Enterprises Inc v Jelcic [2008] ATMO 103 (ELVISFINANCE), finding that section 43 was not satisfied, the Delegate acknowledged that the name ELVIS would cause most people to think o"
CASE/2008/ATMO/24,[2008] ATMO 24,neutral,2008,ATMO,24,,,2,,,,,TMM/Part19A/3#1,TMM/Part19A/3,Part19A,Part 19A Use of a Trade Mark,19A.3. Use 'in the course of trade',Part 19A Use of a Trade Mark > 19A.3. Use 'in the course of trade',1,136,1,https://manuals.ipaustralia.gov.au/trademark/3.-use-in-the-course-of-trade,"The term use ‘in the course of trade’ is not limited to the actual selling of the goods or services. In Angela Christou v Tonch Pty Ltd [2008] ATMO 24 at 24, the delegate usefully set out the three ways in which the authorities establish that use in the course of trade can be demonstrated."
CASE/2008/ATMO/24,[2008] ATMO 24,neutral,2008,ATMO,24,,,2,,,,,TMM/Part19A/3/3/4,TMM/Part19A/3,Part19A,Part 19A Use of a Trade Mark,19A.3. Use 'in the course of trade',Part 19A Use of a Trade Mark > 19A.3. Use 'in the course of trade' > 3.4 Examples of preliminary activities found not to constitute use in the course of trade,7,327,1,https://manuals.ipaustralia.gov.au/trademark/3.-use-in-the-course-of-trade, use being established and should be viewed in that context. Registration of a business or domain name (see Angela Christou v Tonch Pty Ltd [2008] ATMO 24) Hiring a graphic designer to design a product label (P & T Basile Imports Pty Ltd v Societe Des Produits Nestle SA (2002) ATMO 16) Use on 
CASE/2008/ATMO/57,[2008] ATMO 57,neutral,2008,ATMO,57,,,1,,,,,TMM/Part22/14/14/4,TMM/Part22/14,Part22,Part 22 Section 41 - Capable of Distinguishing,"22.14. New terminology and ""fashionable"" words","Part 22 Section 41 - Capable of Distinguishing > 22.14. New terminology and ""fashionable"" words > 14.4 Phonewords",6,595,1,https://manuals.ipaustralia.gov.au/trademark/14.-new-terminology-and--fashionable--words," ground for rejection applies irrespective of whether the trade mark is a valid phoneword. See 1300 Australia Pty Ltd v 1800 Blinds Pty Ltd [2008] ATMO 57. Examiners will need to consider if the material in the trade mark, apart from the 13/1300/1800/197 element, has any inherent adaptation to"
CASE/2008/ATMO/6,[2008] ATMO 6,neutral,2008,ATMO,6,,,1,,,,,TMM/Part51/4/4/2~1,TMM/Part51/4,Part51,Part 51 General Opposition Proceedings,Part 51.4. Suspensions,Part 51 General Opposition Proceedings > Part 51.4. Suspensions > 4.2 Suspension of proceedings pending judgment in relevant court matter,4,620,1,https://manuals.ipaustralia.gov.au/trademark/4.-suspensions,ecisions (Judicial Review) Act 1977 of the Registrar’s decision to suspend proceedings in Cadbury Ltd v Darrell Lea Chocolate Shops Pty Ltd [2008] ATMO 6. Finkelstein J noted: [T]he effect of the Trade Marks Act and the regulations is that the registrar must take all necessary steps to get op
CASE/2008/FCA/100,[2008] FCA 100,neutral,2008,FCA,100,,,1,,,,,TMM/Part46/4/4/4,TMM/Part46/4,Part46,Part 46 Grounds for Opposition to Registration or Protection,Part 46.4. Grounds for opposition to registration of national trade marks,Part 46 Grounds for Opposition to Registration or Protection > Part 46.4. Grounds for opposition to registration of national trade marks > 4.4 Registration may be opposed on the ground that the applicant does not intend to use the trade mark - section 59,7,2044,1,https://manuals.ipaustralia.gov.au/trademark/4.-grounds-for-opposition-to-registration-of-national-trade-marks,fts to the applicant to establish that the requisite intention existed at the time of filing (Health World Ltd v Shin-Sun Australia Pty Ltd [2008] FCA 100).
CASE/2008/FCA/1126,[2008] FCA 1126,neutral,2008,FCA,1126,,,1,,,,,TMM/Part51/4/4/2~1,TMM/Part51/4,Part51,Part 51 General Opposition Proceedings,Part 51.4. Suspensions,Part 51 General Opposition Proceedings > Part 51.4. Suspensions > 4.2 Suspension of proceedings pending judgment in relevant court matter,4,419,1,https://manuals.ipaustralia.gov.au/trademark/4.-suspensions, Emprendimentos Ltda v Senna Racing Team Pty Ltd [1998] ATMO 13). That practice was considered in Cadbury UK Ltd v Registrar of Trade Marks [2008] FCA 1126 which was a review under the Administrative Decisions (Judicial Review) Act 1977 of the Registrar’s decision to suspend proceedings in Cadb
CASE/2008/FCA/27,[2008] FCA 27,neutral,2008,FCA,27,,,1,,,,,TMM/Part21/3/3/4~2,TMM/Part21/3,Part21,Part 21 Non-traditional Signs,21.3. Shape (three-dimensional) trade marks,Part 21 Non-traditional Signs > 21.3. Shape (three-dimensional) trade marks > 3.4 Shapes and functionality,6,1015,1,https://manuals.ipaustralia.gov.au/trademark/3.-shape-three-dimensional-trade-marks, functionality issue is the decision in respect of the “fence dropper” case – Mayne Industries Pty Ltd v Advanced Engineering Group Pty Ltd [2008] FCA 27. Justice Greenwood said the following (emphasis added): “There is no element of the S shape that is invented or concocted to make the artic
CASE/2008/FCA/605,[2008] FCA 605,neutral,2008,FCA,605,,,1,,,,,TMM/Part19A/2/2/4~1,TMM/Part19A/2,Part19A,Part 19A Use of a Trade Mark,19A.2. Use 'as a trade mark',Part 19A Use of a Trade Mark > 19A.2. Use 'as a trade mark' > 2.4 Shape and colour trade marks,9,316,1,https://manuals.ipaustralia.gov.au/trademark/19a2-use-as-a-trade-mark," colour to the relevant goods or services will influence how the general principles are applied. In Global Brand Marketing Inc v YD Pty Ltd [2008] FCA 605 at 61, Sundberg J set out the criteria for determining whether use of a shape is use ‘as a trade mark’. The principles relevant to use of s"
CASE/2008/FCA/934,[2008] FCA 934,neutral,2008,FCA,934,,,2,,,(2008) 77 IPR 69,CASE/2008/IPR/77/69,TMM/Part19A/8#1~1,TMM/Part19A/8,Part19A,Part 19A Use of a Trade Mark,19A.8. Use of multiple trade marks,Part 19A Use of a Trade Mark > 19A.8. Use of multiple trade marks,1,1348,1,https://manuals.ipaustralia.gov.au/trademark/8.-use-of-multiple-trade-marks,ark: see Chocolaterie Guylian at 93 [97]; also E & J Gallo Winery at 662 [68]-[69]; also E & J Gallo Winery v Lion Nathan Australia Pty Ltd [2008] FCA 934; (2008) 77 IPR 69 at 108 [186] (Flick J). Colorado Group Ltd v Strandbags Group Pty Ltd [2007] FCAFC 184; (2007) 74 IPR 246 (‘Colorado’) is
CASE/2008/FCA/934,[2008] FCA 934,neutral,2008,FCA,934,,,2,,,,,TMM/Part26/6/6/4~2,TMM/Part26/6,Part26,Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs,26.6. Factors to consider when comparing trade marks,Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs > 26.6. Factors to consider when comparing trade marks > 6.4 Trade marks that share the same or similar element,8,7492,1,https://manuals.ipaustralia.gov.au/trademark/6.-factors-to-consider-when-comparing-trade-marks,t and additional element are distinctive – each case will turn on its own facts. See E & J Gallo Winery v Lion Nathan Australia Pty Limited [2008] FCA 934 at [63] per Flick J.
CASE/2009/ATMO/25,[2009] ATMO 25,neutral,2009,ATMO,25,,,1,,,,,TMM/Part19A/3/3/5,TMM/Part19A/3,Part19A,Part 19A Use of a Trade Mark,19A.3. Use 'in the course of trade',Part 19A Use of a Trade Mark > 19A.3. Use 'in the course of trade' > 3.5 Signs used by charitable organisations,8,393,1,https://manuals.ipaustralia.gov.au/trademark/3.-use-in-the-course-of-trade,"lt if the user provides its goods or services for charitable or philanthropic purposes. In Bravehearts Inc v Brainstorm Productions Pty Ltd [2009] ATMO 25 at 32, the delegate said: As a not for profit organization, the opponent provides charitable services. As it does not sell its services, or"
CASE/2009/ATMO/64,[2009] ATMO 64,neutral,2009,ATMO,64,,,1,Smart Home Products Pty Ltd v Danielle Gaye Attard and Shane Edward Attard,https://jade.io/article/590392,,,TMM/Part26/4/4/3/1~4,TMM/Part26/4,Part26,Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs,26.4. Similarity of goods and services,"Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs > 26.4. Similarity of goods and services > 4.3 Closely related goods and services > 4.3.1 Retail, wholesale, and distribution services v goods",10,3821,1,https://manuals.ipaustralia.gov.au/trademark/4.-similarity-of-goods-and-services,"fragrances, toiletries and related accessories Yes LAVENDER LADY Smart Home Products Pty Ltd v Danielle Gaye Attard and Shane Edward Attard [2009] ATMO 64 Blinds v wholesale of blinds Yes BISTRO BLINDS Teka Industrial SA v Deka Australia Pty Ltd [2017] ATMO 47 Stainless steel sinks, metallic p"
CASE/2009/ATMO/68,[2009] ATMO 68,neutral,2009,ATMO,68,,,1,,,,,TMM/Part26/x-annex-a1---citing-multiple-names/citations-when-one-mark-consists-of-a-given-name-and-the-other-the-name-of-a-person-incorporating-the-given-name,TMM/Part26/x-annex-a1---citing-multiple-names,Part26,Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs,26. Annex A1 - Citing multiple names,"Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs > 26. Annex A1 - Citing multiple names > Citations when one mark consists of a given name, and the other the name of a person incorporating the given name",3,494,1,https://manuals.ipaustralia.gov.au/trademark/annex-a1---citing-multiple-names,iven name a real and tangible danger of confusion is less likely to occur between the trade marks. In Tiffany and Company v Tiffany C Koury [2009] ATMO 68 the Hearing Officer considered a number of registered trade marks owned by Tiffany and Company all of which included the word 'Tiffany' as 
CASE/2009/ATMO/82,[2009] ATMO 82,neutral,2009,ATMO,82,,,1,,,,,TMM/Part29/9/9/3~2,TMM/Part29/9,Part29,Part 29 Section 43 - Trade Marks likely to Deceive or Cause Confusion,29.9. Geographical references,Part 29 Section 43 - Trade Marks likely to Deceive or Cause Confusion > 29.9. Geographical references > 9.3 Is the Trade Mark Likely to Cause Confusion?,4,711,1,https://manuals.ipaustralia.gov.au/trademark/10.-geographical-references,"a Tuscan-style finish. For more guidance on factors which affect the likelihood of confusion, see New Zealand Winegrowers v Lacheteau S.A.S [2009] ATMO 82 (‘Kiwi Cuvee’); Leroy SA v Regal Grange Pty Limited [2001] ATMO 9 (‘Lefroy Valley’); McWilliams Wines Pty Ltd v Lovedale Chamber of Commerc"
