case_id,citation,citation_style,year,court_or_series,number,volume,first_page,corpus_citation_count,parties,jade_href,parallel_citation,parallel_case_id,chunk_ref,page_ref,part_id,part_title,page_title,heading_path,chunk_ordinal,char_offset,occurrences_in_chunk,url,context
CASE/2002/FCA/338,[2002] FCA 338,neutral,2002,FCA,338,,,1,,,,,TMM/Part48/7#1,TMM/Part48/7,Part48,Part 48 Removal of a Trade Mark from the Register for Non-use,Part 48.7. Authorised use by another person,Part 48 Removal of a Trade Mark from the Register for Non-use > Part 48.7. Authorised use by another person,1,868,1,https://manuals.ipaustralia.gov.au/trademark/7.-authorised-use-by-another-person,"er was in fact authorised, in the sense that it was ""under the control of the owner"" (See Yau’s Entertainment Pty Ltd v Asia Television Ltd [2002] FCA 338). Subsections 8(3) and 8(4) provide two non-exclusive examples of where such control is taken to exist. These are: where the owner of a tra"
CASE/2002/FCA/390,[2002] FCA 390,neutral,2002,FCA,390,,,3,,,,,TMM/Part19A/2#1~1,TMM/Part19A/2,Part19A,Part 19A Use of a Trade Mark,19A.2. Use 'as a trade mark',Part 19A Use of a Trade Mark > 19A.2. Use 'as a trade mark',1,1489,1,https://manuals.ipaustralia.gov.au/trademark/19a2-use-as-a-trade-mark,"trade has been referred to as the ‘branding function’ of the trade mark (see Anheuser-Busch, Inc v Budejovický Budvar, Národní Podnik & Ors [2002] FCA 390 and Alcon Inc v Bausch & Lomb (Australia) Pty Ltd [2009] FCA 1299). In Nature's Blend Pty Ltd v Nestlé Australia Ltd [2010] FCAFC 117 at [1"
CASE/2002/FCA/390,[2002] FCA 390,neutral,2002,FCA,390,,,3,,,,,TMM/Part19A/2#1~3,TMM/Part19A/2,Part19A,Part 19A Use of a Trade Mark,19A.2. Use 'as a trade mark',Part 19A Use of a Trade Mark > 19A.2. Use 'as a trade mark',3,356,1,https://manuals.ipaustralia.gov.au/trademark/19a2-use-as-a-trade-mark,"purpose and nature (or ‘context’) of the impugned words: Johnson & Johnson at 347; Anheuser-Busch, Inc v Budějovický Budvar, Národní Podnik [2002] FCA 390 Set out below (2.1-2.4) is a discussion of the use of signs in particular circumstances and whether this constitutes use ‘as a trade mark’."
CASE/2002/FCA/390,[2002] FCA 390,neutral,2002,FCA,390,,,3,,,,,TMM/Part19A/2/examples-where-use-as-a-trade-mark-found~1,TMM/Part19A/2,Part19A,Part 19A Use of a Trade Mark,19A.2. Use 'as a trade mark',Part 19A Use of a Trade Mark > 19A.2. Use 'as a trade mark' > 2.5 Illustrative examples > Examples where use as a trade mark found,13,145,1,https://manuals.ipaustralia.gov.au/trademark/19a2-use-as-a-trade-mark,"igh Court in Self Care v Allegan expressly approved at [25] Allsop J’s decision in Anheuser-Busch, Inc v Budejovicky Budvar, Narodni Podnik [2002] FCA 390 at [191] that Budejovicky Budvar used “Budweiser Budvar” as a trade mark on its labels and packaging notwithstanding the presence of a clea"
CASE/2002/FCAFC/273,[2002] FCAFC 273,neutral,2002,FCAFC,273,,,2,,,,,TMM/Part21/3/3/2,TMM/Part21/3,Part21,Part 21 Non-traditional Signs,21.3. Shape (three-dimensional) trade marks,Part 21 Non-traditional Signs > 21.3. Shape (three-dimensional) trade marks > 3.2 Shapes may be capable of distinguishing,3,874,1,https://manuals.ipaustralia.gov.au/trademark/3.-shape-three-dimensional-trade-marks,"ich would infringe a registered trade mark granted in respect of it. As noted in Kenman Kandy Australia Pty Ltd v Registrar of Trade Marks, [2002] FCAFC 273 (the Kenman Kandy decision), this test applies equally to shapes as it does to words. The ordinary signification is the meaning conveyed by"
CASE/2002/FCAFC/273,[2002] FCAFC 273,neutral,2002,FCAFC,273,,,2,,,,,TMM/Part22/11/11/2,TMM/Part22/11,Part22,Part 22 Section 41 - Capable of Distinguishing,22.11. Words in languages other than English,Part 22 Section 41 - Capable of Distinguishing > 22.11. Words in languages other than English > 11.2 Non-Roman Characters and s41,4,593,1,https://manuals.ipaustralia.gov.au/trademark/11.-words-in-languages-other-than-english, evaluative judgement about the effects of the relevant mark in the real world”. (Kenman Kandy Australia Pty Ltd v Registrar of Trade Marks [2002] FCAFC 273 at [47]) and this is especially true of trade marks containing non-Roman characters.
CASE/2003/ATMO/17,[2003] ATMO 17,neutral,2003,ATMO,17,,,1,,,,,TMM/Part47/1/1/3/1/1,TMM/Part47/1,Part47,Part 47 Procedures for Opposing Registration or Protection,Part 47.1. Filing a notice of opposition,"Part 47 Procedures for Opposing Registration or Protection > Part 47.1. Filing a notice of opposition > 1.3 Extension of time to file a notice of intention to oppose or a statement of grounds and particulars > 1.3.1 Grounds for requesting an extension > 1.3.1.1 Error or omission by the person, the person’s agent, the Registrar or an employee (regs 5.9(4)(a) and 17A.34C(4)(a)).",17,1324,1,https://manuals.ipaustralia.gov.au/trademark/1.-filing-a-notice-of-opposition,"-Clark v Commissioner of Patents (No 3) (1988), 13 IPR 569, from simple bad decisions. See also British Sky Broadcasting Ltd v SkyNetGlobal [2003] ATMO 17."
CASE/2003/ATMO/7,[2003] ATMO 7,neutral,2003,ATMO,7,,,1,,,,,TMM/Part29/9/9/3~2,TMM/Part29/9,Part29,Part 29 Section 43 - Trade Marks likely to Deceive or Cause Confusion,29.9. Geographical references,Part 29 Section 43 - Trade Marks likely to Deceive or Cause Confusion > 29.9. Geographical references > 9.3 Is the Trade Mark Likely to Cause Confusion?,4,280,1,https://manuals.ipaustralia.gov.au/trademark/10.-geographical-references,"tion present in the mark is low. Example 4 Trade Mark - TUSCAN EFFECT Class 2: Paint Wattyl Australia Limited v Orica Australia Pty Limited [2003] ATMO 7 Exam Practice - No s 43 ground for rejection. Although the trade mark contains a reference to Tuscany, the word EFFECT changes the connotat"
CASE/2003/ATMO/9,[2003] ATMO 9,neutral,2003,ATMO,9,,,1,Plantmark Pty Ltd v Wal-Mart Stores Inc,https://jade.io/article/590259,,,TMM/Part26/4/4/3/1~4,TMM/Part26/4,Part26,Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs,26.4. Similarity of goods and services,"Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs > 26.4. Similarity of goods and services > 4.3 Closely related goods and services > 4.3.1 Retail, wholesale, and distribution services v goods",10,2363,1,https://manuals.ipaustralia.gov.au/trademark/4.-similarity-of-goods-and-services,"05] ATMO 18. Clothing v retailing and wholesaling of consumer goods, including women's clothing Yes Plantmark Pty Ltd v Wal-Mart Stores Inc [2003] ATMO 9. Potting soil, topsoil, fencing and seeds for gardening v retailing and wholesaling of plants, seedlings, garden products, plant nursery pr"
CASE/2003/FCA/105,[2003] FCA 105,neutral,2003,FCA,105,,,1,,,,,TMM/Part19A/3/3/3~1,TMM/Part19A/3,Part19A,Part 19A Use of a Trade Mark,19A.3. Use 'in the course of trade',Part 19A Use of a Trade Mark > 19A.3. Use 'in the course of trade' > 3.3 Intention to use coupled with preparatory steps manifesting an objective commitment to use,5,1507,1,https://manuals.ipaustralia.gov.au/trademark/3.-use-in-the-course-of-trade,"nt to use, sufficient to ‘constitute a relevant use of the mark’ in respect of the relevant goods. In Oakley, Inc v Franchise China Pty Ltd [2003] FCA 105, Drummond J observed at [29] that: where the owner of a mark is able to show that it is committed to supplying marked goods to persons prep"
CASE/2003/FCA/1290,[2003] FCA 1290,neutral,2003,FCA,1290,,,1,,,,,TMM/Part54/2#1~2,TMM/Part54/2,Part54,"Part 54 Subpoenas, Summonses and Production of Documents",Part 54.2. Summonsing a witness,"Part 54 Subpoenas, Summonses and Production of Documents > Part 54.2. Summonsing a witness",2,2099,1,https://manuals.ipaustralia.gov.au/trademark/2.-summonsing-a-witness," under natural justice for the Registrar to give the other party an opportunity to comment. (See Structureco Inc v Registrar of Trade Marks [2003] FCA 1290.) Any objections he or she might have to the summons could be argued as a “reasonable excuse” for non-compliance with the summons, as per s"
CASE/2003/FCA/207,[2003] FCA 207,neutral,2003,FCA,207,,,1,,,,,TMM/Part52/5/5/4~1,TMM/Part52/5,Part52,"Part 52 Hearings, Decisions, Reasons and Appeals",Part 52.5. Rights of appeal from decisions of the Registrar,"Part 52 Hearings, Decisions, Reasons and Appeals > Part 52.5. Rights of appeal from decisions of the Registrar > 5.4 Role of the Registrar in an appeal",6,1072,1,https://manuals.ipaustralia.gov.au/trademark/5.-rights-of-appeal-from-decisions-of-the-registrar,"partisan manner. See Philmac Pty Ltd v Registrar of Trade Marks [2002] FCA 1551 at 5, and Philmac Pty Ltd v Registrar of Trade Marks (No 2) [2003] FCA 207 at 12. Opposition matters, by definition, involve two parties and thus the Registrar is not required to be joined as a party to an appeal f"
CASE/2003/FCA/816,[2003] FCA 816,neutral,2003,FCA,816,,,2,,,,,TMM/Part14/7/7/1,TMM/Part14/7,Part14,Part 14 Classification of Goods and Services,14.7. Interpretation of specifications,Part 14 Classification of Goods and Services > 14.7. Interpretation of specifications > 7.1 General Guidance,1,391,1,https://manuals.ipaustralia.gov.au/trademark/7.-interpretation-of-specifications,"er than the applicant’s subjective intentions that determines the scope of a claim (for guidance, see Nikkken Wellness Pty Ltd v van Voorst [2003] FCA 816, [40], [44]; Daiquiri Rum Trade Mark [1969] RPC 600). The terminology of claims is therefore important in determining the scope of a partic"
CASE/2003/FCA/816,[2003] FCA 816,neutral,2003,FCA,816,,,2,,,,,TMM/Part26/4#1,TMM/Part26/4,Part26,Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs,26.4. Similarity of goods and services,Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs > 26.4. Similarity of goods and services,1,1457,1,https://manuals.ipaustralia.gov.au/trademark/4.-similarity-of-goods-and-services,"(1889) 41 Ch D 278 at 291; Reckitt & Coleman (Australia) Ltd v Boden35 [1945] HCA 12; 70 CLR 84 at 90; Nikken Wellness Pty Ltd v van Voorst [2003] FCA 816 at [43] – [44]. The question is whether, from a business and commercial point of view, the description “non-alcoholic beverages”, as used i"
CASE/2004/ATMO/25,[2004] ATMO 25,neutral,2004,ATMO,25,,,1,,,,,TMM/Part34/7#1~3,TMM/Part34/7,Part34,Part 34 Defensive Trade Marks,Part 34.7. Evidence required for defensive applications,Part 34 Defensive Trade Marks > Part 34.7. Evidence required for defensive applications,3,526,1,https://manuals.ipaustralia.gov.au/trademark/7.-evidence-required-for-defensive-applications,"al and cultural impact of the applicant’s activities extended far beyond its immediate field of commercial interest. In Pfizer Products Inc [2004] ATMO 25 (""Viagra""), the Hearing Officer was satisfied that the “deepening fame” of the trade mark meant that a connection could be inferred for a w"
CASE/2004/ATMO/51,[2004] ATMO 51,neutral,2004,ATMO,51,,,1,,,,,TMM/Part19A/3/3/4,TMM/Part19A/3,Part19A,Part 19A Use of a Trade Mark,19A.3. Use 'in the course of trade',Part 19A Use of a Trade Mark > 19A.3. Use 'in the course of trade' > 3.4 Examples of preliminary activities found not to constitute use in the course of trade,7,743,1,https://manuals.ipaustralia.gov.au/trademark/3.-use-in-the-course-of-trade,orm without evidence pertaining to who has seen these documents and in what circumstances (Bang on the Door Ltd v Playgro Australia Pty Ltd [2004] ATMO 51) Use of the sign on an A-frame board followed by the words ‘Coming Soon’ (Shahin Enterprises Pty Ltd v Exxonmobil Oil Corporation [2005] FC
CASE/2004/FCA/1247,[2004] FCA 1247,neutral,2004,FCA,1247,,,3,,,,,TMM/Part29/6/6/2~1,TMM/Part29/6,Part29,Part 29 Section 43 - Trade Marks likely to Deceive or Cause Confusion,Part 29.6. Names of Persons,Part 29 Section 43 - Trade Marks likely to Deceive or Cause Confusion > Part 29.6. Names of Persons > 6.2 Deceased Persons,4,1297,1,https://manuals.ipaustralia.gov.au/trademark/6.-names-of-persons,"mple: The estate of Diana, Princess of Wales, continued to license the use of her name for charitable fundraising: McCorquodale v Masterson [2004] FCA 1247 (DIANA’S LEGACY IN ROSES & Device). The International Olympic Committee continued to use, and was closely associated with, the name of Pier"
CASE/2004/FCA/1247,[2004] FCA 1247,neutral,2004,FCA,1247,,,3,,,,,TMM/Part29/6/6/2~2,TMM/Part29/6,Part29,Part 29 Section 43 - Trade Marks likely to Deceive or Cause Confusion,Part 29.6. Names of Persons,Part 29 Section 43 - Trade Marks likely to Deceive or Cause Confusion > Part 29.6. Names of Persons > 6.2 Deceased Persons,5,300,1,https://manuals.ipaustralia.gov.au/trademark/6.-names-of-persons,"her authorised entity) and the specified goods/services, which would confuse or deceive consumers. For example, in McCorquodale v Masterson [2004] FCA 1247 (DIANA’S LEGACY IN ROSES & Device) (“Masterson”), the Court found that the section 43 ground was established because parts contained in the"
CASE/2004/FCA/1247,[2004] FCA 1247,neutral,2004,FCA,1247,,,3,,,,,TMM/Part29/9/9/7,TMM/Part29/9,Part29,Part 29 Section 43 - Trade Marks likely to Deceive or Cause Confusion,29.9. Geographical references,Part 29 Section 43 - Trade Marks likely to Deceive or Cause Confusion > 29.9. Geographical references > 9.7 Implied endorsement or licensing,12,1675,1,https://manuals.ipaustralia.gov.au/trademark/10.-geographical-references,1999] ATMO 103 (Summer Bay); Twentieth Century Fox Film Corporation v Michael F Durkan [2000] ATMO 5 (Braveheart); McCorquodale v Masterson [2004] FCA 1247 (Diana’s legacy & device)
CASE/2004/FCA/438,[2004] FCA 438,neutral,2004,FCA,438,,,1,,,,,TMM/Part19A/8#1~1,TMM/Part19A/8,Part19A,Part 19A Use of a Trade Mark,19A.8. Use of multiple trade marks,Part 19A Use of a Trade Mark > 19A.8. Use of multiple trade marks,1,469,1,https://manuals.ipaustralia.gov.au/trademark/8.-use-of-multiple-trade-marks,"is necessary to determine whether there has been use of the trade mark in question. In Wellness Pty Ltd v Pro Bio Living Waters Pty Limited [2004] FCA 438, the Federal Court held that the following use was of separate trade marks PRO-BIO and LIVING WATERS: Particular difficulties arise where o"
CASE/2004/FCAFC/196,[2004] FCAFC 196,neutral,2004,FCAFC,196,,,3,,,,,TMM/Part26/6/6/4~2,TMM/Part26/6,Part26,Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs,26.6. Factors to consider when comparing trade marks,Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs > 26.6. Factors to consider when comparing trade marks > 6.4 Trade marks that share the same or similar element,8,1485,1,https://manuals.ipaustralia.gov.au/trademark/6.-factors-to-consider-when-comparing-trade-marks,"t is not too readily characterised as an essential feature (Crazy Ron's Communications Pty Limited v Mobileworld Communications Pty Limited [2004] FCAFC 196, at [100]) (Crazy Ron’s). JESTS v EASYJEST CAT v PROCAT Yes Whether because of the shared element consumers might think that the one mark i"
CASE/2004/FCAFC/196,[2004] FCAFC 196,neutral,2004,FCAFC,196,,,3,,,,,TMM/Part26/6/6/8~1,TMM/Part26/6,Part26,Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs,26.6. Factors to consider when comparing trade marks,Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs > 26.6. Factors to consider when comparing trade marks > 6.8 Descriptive words in composite marks,16,979,1,https://manuals.ipaustralia.gov.au/trademark/6.-factors-to-consider-when-comparing-trade-marks,arison of the marks as a whole. As the Full Federal Court warned in Crazy Ron's Communications Pty Ltd v Mobileworld Communications Pty Ltd [2004] FCAFC 196 (‘Crazy Ron’s) at [100]: some caution needs to be exercised before characterising words in a complex composite registered trade mark as an 
CASE/2004/FCAFC/196,[2004] FCAFC 196,neutral,2004,FCAFC,196,,,3,,,,,TMM/Part46/4/4/7,TMM/Part46/4,Part46,Part 46 Grounds for Opposition to Registration or Protection,Part 46.4. Grounds for opposition to registration of national trade marks,Part 46 Grounds for Opposition to Registration or Protection > Part 46.4. Grounds for opposition to registration of national trade marks > 4.7 Registration may be opposed on the grounds of improper amendment or acceptance on the basis of evidence or submissions false in material particulars - section 62,15,477,1,https://manuals.ipaustralia.gov.au/trademark/4.-grounds-for-opposition-to-registration-of-national-trade-marks,"was improperly allowed by the Registrar’s delegate. For example, in Crazy Ron’s Communications Pty Ltd v Mobileworld Communications Pty Ltd [2004] FCAFC 196 the name of the applicant was improperly amended. While an opponent may succeed in establishing subsection 62(a) this may not necessarily b"
CASE/2005/IPR/68/153,(2005) 68 IPR 153,reported,2005,IPR,,68,153,1,,,[2006] AIPC 92,CASE/2006/AIPC/92,TMM/Part32A/2/3/2-3-1-a-variety-names,TMM/Part32A/2/3,Part32A,Part 32A Examination of Trade Marks for Plants (in Class 31),32A.2.3 Section 41: Capacity to Distinguish,Part 32A Examination of Trade Marks for Plants (in Class 31) > 32A.2.3 Section 41: Capacity to Distinguish > 2.3.1 The Name of a Plant > 2.3.1(a) Variety names,3,1086,1,https://manuals.ipaustralia.gov.au/trademark/2.3-section-41--capacity-to-distinguish,"may only be in common use overseas but Australian traders should still ""be free to use normal and accepted descriptions"". (re Ag-id Pty Ltd (2005) 68 IPR 153; [2006] AIPC 92-154) A name may become generic if applied to a plant variety*, and necessarily so when adopted as the name of a new plant v"
CASE/2005/ATMO/15,[2005] ATMO 15,neutral,2005,ATMO,15,,,1,,,,,TMM/Part29/5/5/4,TMM/Part29/5,Part29,Part 29 Section 43 - Trade Marks likely to Deceive or Cause Confusion,29.5. International Non-Proprietary Names (generic names for pharmaceutical substances) and INN stems,Part 29 Section 43 - Trade Marks likely to Deceive or Cause Confusion > 29.5. International Non-Proprietary Names (generic names for pharmaceutical substances) and INN stems > 5.4 Section 43 ground for rejection in relation to INNs,5,693,1,https://manuals.ipaustralia.gov.au/trademark/international-non-proprietary-names-generic-names-for-pharmaceutical-substances-and-inn-stems,". However, if a trade mark is an obvious derivation of an INN, a connotation is likely to exist. See Aventis Pharma SA v Alphapharm Pty Ltd [2005] ATMO 15 (TM ROXIMYCIN and INN ROXITHROMYCIN) and Sanofi-Aventis v Eremad Pty Ltd [2009] ATMO 97 (TM OXALATIN and INN OXALIPLATIN) where both were f"
CASE/2005/ATMO/18,[2005] ATMO 18,neutral,2005,ATMO,18,,,2,Richard James Pty Ltd v Grant Olver Investments Pty Ltd,https://jade.io/article/590629,,,TMM/Part26/4/4/3/1~4,TMM/Part26/4,Part26,Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs,26.4. Similarity of goods and services,"Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs > 26.4. Similarity of goods and services > 4.3 Closely related goods and services > 4.3.1 Retail, wholesale, and distribution services v goods",10,2220,1,https://manuals.ipaustralia.gov.au/trademark/4.-similarity-of-goods-and-services,"trol, automotive supplies, paper goods and pharmaceuticals. Yes QUIK, NES-QUIK QUIX Richard James Pty Ltd v Grant Olver Investments Pty Ltd [2005] ATMO 18. Clothing v retailing and wholesaling of consumer goods, including women's clothing Yes Plantmark Pty Ltd v Wal-Mart Stores Inc [2003] ATMO"
CASE/2005/ATMO/18,[2005] ATMO 18,neutral,2005,ATMO,18,,,2,,,,,TMM/Part28/4/28/4/3~1,TMM/Part28/4,Part28,"Part 28 Honest Concurrent Use, Prior Use or Other Circumstances",28.4. Other circumstances - paragraph 44(3)(b),"Part 28 Honest Concurrent Use, Prior Use or Other Circumstances > 28.4. Other circumstances - paragraph 44(3)(b) > 28.4.3 Relevant circumstances?",4,1370,1,https://manuals.ipaustralia.gov.au/trademark/4.-other-circumstances---paragraph-443b,", it would be open to an action for passing off or misleading or deceptive conduct (Richard James Pty Ltd v Grant Olver Investments Pty Ltd [2005] ATMO 18). The applicant failing to undertake appropriate steps to determine whether their trade mark was registrable was deemed to be a factor not "
CASE/2005/ATMO/44,[2005] ATMO 44,neutral,2005,ATMO,44,,,1,GSM (Trademarks) Pty Ltd v Blue Eye Holdings Pty Ltd,https://jade.io/article/590655,,,TMM/Part26/4/4/3/1~4,TMM/Part26/4,Part26,Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs,26.4. Similarity of goods and services,"Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs > 26.4. Similarity of goods and services > 4.3 Closely related goods and services > 4.3.1 Retail, wholesale, and distribution services v goods",10,3339,1,https://manuals.ipaustralia.gov.au/trademark/4.-similarity-of-goods-and-services,"oices Merchandising SDN BHD [2000] ATMO 97 Clothing v retail of clothing Yes STAR MART GSM (Trademarks) Pty Ltd v Blue Eye Holdings Pty Ltd [2005] ATMO 44 Telecommunications service packages and telecommunications equipment v retailing and wholesaling of mobile phones, accessories Yes BILLABON"
CASE/2005/ATMO/69,[2005] ATMO 69,neutral,2005,ATMO,69,,,1,,,,,TMM/Part32B/2/1/2/1/2,TMM/Part32B/2/1,Part32B,Part 32B Examination of Trade Marks for Wines (in Class 33),32B.2.1 Section 42: Contrary to Law,Part 32B Examination of Trade Marks for Wines (in Class 33) > 32B.2.1 Section 42: Contrary to Law > 2.1.2 Ordinary English words which are also registered GIs,3,798,1,https://manuals.ipaustralia.gov.au/trademark/2.1-section-42--contrary-to-law1,"GI. Consequently, it does not contravene the Wine Australia Act or section 42(b) of the Trade Marks Act 1995. In Ross and Veronica Lawrence [2005] ATMO 69 (‘Feet First’) Hearings Officer Iain Thompson offered the following guidance: 32. Thus, I consider that where the context of a (term which "
CASE/2005/FCA/1278,[2005] FCA 1278,neutral,2005,FCA,1278,,,2,,,,,TMM/Part19A/2/2/3,TMM/Part19A/2,Part19A,Part 19A Use of a Trade Mark,19A.2. Use 'as a trade mark',Part 19A Use of a Trade Mark > 19A.2. Use 'as a trade mark' > 2.3 Business names,8,1025,1,https://manuals.ipaustralia.gov.au/trademark/19a2-use-as-a-trade-mark,"hts and is not prima facie evidence that a sign has been used ‘as a trade mark’. In Shahin Enterprises Pty Ltd v Exxonmobil Oil Corporation [2005] FCA 1278 at [73], Lander J held: There is a clear distinction, in my opinion, between conducting a business under a particular name and using a mark"
CASE/2005/FCA/1278,[2005] FCA 1278,neutral,2005,FCA,1278,,,2,,,,,TMM/Part19A/3/3/4,TMM/Part19A/3,Part19A,Part 19A Use of a Trade Mark,19A.3. Use 'in the course of trade',Part 19A Use of a Trade Mark > 19A.3. Use 'in the course of trade' > 3.4 Examples of preliminary activities found not to constitute use in the course of trade,7,888,1,https://manuals.ipaustralia.gov.au/trademark/3.-use-in-the-course-of-trade,] ATMO 51) Use of the sign on an A-frame board followed by the words ‘Coming Soon’ (Shahin Enterprises Pty Ltd v Exxonmobil Oil Corporation [2005] FCA 1278)
CASE/2005/FCA/471,[2005] FCA 471,neutral,2005,FCA,471,,,1,,,,,TMM/Part19A/4/4/4,TMM/Part19A/4,Part19A,Part 19A Use of a Trade Mark,19A.4. Australian Use,Part 19A Use of a Trade Mark > 19A.4. Australian Use > 4.4 Use of a trade mark on the internet and social media,5,167,1,https://manuals.ipaustralia.gov.au/trademark/4.-australian-use,"ite will not be used in Australia unless that website specifically targets Australian consumers. In Ward Group Pty Ltd v Brodie & Stone Plc [2005] FCA 471 at 43, Merkel J held: …use of a trade mark on the Internet, uploaded on a website outside of Australia, without more, is not a use by the w"
CASE/2006/LGERA/143/441,(2006) 143 LGERA 441,reported,2006,LGERA,,143,441,1,,,,,TMM/Part55/2/2/5,TMM/Part55/2,Part55,Part 55 Costs,Part 55.2. Award of costs,Part 55 Costs > Part 55.2. Award of costs > 2.5 Consideration of an award of costs where an opposition is resolved without decision of the substantive matter.,6,769,1,https://manuals.ipaustralia.gov.au/trademark/2.-award-of-costs," Red Equipment Pty Ltd v Antsent Pty Limited [2001] FCA 1641. In DC Comics v Beling [2015] ATMO 76 the delegate cited Kiama Council v Grant (2006) 143 LGERA 441: [W]here some supervening event or settlement so removes or modifies the subject of the dispute that no issue remains except that of costs,"
CASE/2006/IPR/70/347,(2006) 70 IPR 347,reported,2006,IPR,,70,347,1,,,,,TMM/Part55/2/2-see-akt-consultants-pty-ltd-v-alfa-laval-lund-ab-2006-70-ipr-347,TMM/Part55/2,Part55,Part 55 Costs,Part 55.2. Award of costs,Part 55 Costs > Part 55.2. Award of costs > 2.5 Consideration of an award of costs where an opposition is resolved without decision of the substantive matter. > 2 See AKT Consultants Pty Ltd v Alfa Laval Lund AB (2006) 70 IPR 347.,7,51,1,https://manuals.ipaustralia.gov.au/trademark/2.-award-of-costs,2 See AKT Consultants Pty Ltd v Alfa Laval Lund AB (2006) 70 IPR 347.
CASE/2006/IPR/70/599,(2006) 70 IPR 599,reported,2006,IPR,,70,599,1,,,[2006] FCA 1663,CASE/2006/FCA/1663,TMM/Part20/4#1~1,TMM/Part20/4,Part20,Part 20 Definition of a Trade Mark and Presumption of Registrability,20.4. Presumption of registrability,Part 20 Definition of a Trade Mark and Presumption of Registrability > 20.4. Presumption of registrability,1,2297,1,https://manuals.ipaustralia.gov.au/trademark/4.-presumption-of-registrability,esumption of registrability at the opposition stage and in an appeal under s 56 (as here): see Pfizer Products Inc v Karam [2006] FCA 1663; (2006) 70 IPR 599 (‘Pfizer Products’) at 602 [8] (Gyles J).
CASE/2006/AIPC/92,[2006] AIPC 92,neutral,2006,AIPC,92,,,1,,,(2005) 68 IPR 153,CASE/2005/IPR/68/153,TMM/Part32A/2/3/2-3-1-a-variety-names,TMM/Part32A/2/3,Part32A,Part 32A Examination of Trade Marks for Plants (in Class 31),32A.2.3 Section 41: Capacity to Distinguish,Part 32A Examination of Trade Marks for Plants (in Class 31) > 32A.2.3 Section 41: Capacity to Distinguish > 2.3.1 The Name of a Plant > 2.3.1(a) Variety names,3,1105,1,https://manuals.ipaustralia.gov.au/trademark/2.3-section-41--capacity-to-distinguish,"on use overseas but Australian traders should still ""be free to use normal and accepted descriptions"". (re Ag-id Pty Ltd (2005) 68 IPR 153; [2006] AIPC 92-154) A name may become generic if applied to a plant variety*, and necessarily so when adopted as the name of a new plant variety registere"
CASE/2006/FCA/1663,[2006] FCA 1663,neutral,2006,FCA,1663,,,3,,,(2006) 70 IPR 599,CASE/2006/IPR/70/599,TMM/Part20/4#1~1,TMM/Part20/4,Part20,Part 20 Definition of a Trade Mark and Presumption of Registrability,20.4. Presumption of registrability,Part 20 Definition of a Trade Mark and Presumption of Registrability > 20.4. Presumption of registrability,1,2280,1,https://manuals.ipaustralia.gov.au/trademark/4.-presumption-of-registrability,o said to be a presumption of registrability at the opposition stage and in an appeal under s 56 (as here): see Pfizer Products Inc v Karam [2006] FCA 1663; (2006) 70 IPR 599 (‘Pfizer Products’) at 602 [8] (Gyles J).
CASE/2006/FCA/1663,[2006] FCA 1663,neutral,2006,FCA,1663,,,3,,,,,TMM/Part29/3#1~1,TMM/Part29/3,Part29,Part 29 Section 43 - Trade Marks likely to Deceive or Cause Confusion,Part 29.3. Deception and confusion as a result of a connotation within a trade mark,Part 29 Section 43 - Trade Marks likely to Deceive or Cause Confusion > Part 29.3. Deception and confusion as a result of a connotation within a trade mark,1,265,1,https://manuals.ipaustralia.gov.au/trademark/3.-deception-and-confusion-as-a-result-of-a-connotation-within-a-trade-mark," or confused as to the nature of the goods by reason of the secondary meaning connoted by the mark in question (Pfizer Products Inc v Karam [2006] FCA 1663, [53]). In Primary Health Care Limited v Commonwealth of Australia [2017] FCAFC 174, Katzmann J said at 113: ….the section is concerned wit"
CASE/2006/FCA/1663,[2006] FCA 1663,neutral,2006,FCA,1663,,,3,,,,,TMM/Part29/3/3/3,TMM/Part29/3,Part29,Part 29 Section 43 - Trade Marks likely to Deceive or Cause Confusion,Part 29.3. Deception and confusion as a result of a connotation within a trade mark,Part 29 Section 43 - Trade Marks likely to Deceive or Cause Confusion > Part 29.3. Deception and confusion as a result of a connotation within a trade mark > 3.3 The connotation must arise from the trade mark itself,6,914,1,https://manuals.ipaustralia.gov.au/trademark/3.-deception-and-confusion-as-a-result-of-a-connotation-within-a-trade-mark,uently applied in both Primary Health Care Limited v Commonwealth of Australia [2017] FCAFC 174 (see [140]) and Pfizer Products Inc v Karam [2006] FCA 1663 (see [53]).
